cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url
the Nias 1905 list	263	toea	NA	grootvader	grandfather	nenek laki-laki (kakek)	85	87	207	FALSE									GRANDFATHER	1383	https://concepticon.clld.org/parameters/1383
the Nias 1905 list	264	awé	NA	grootmoeder	grandmother	nenek perempuan (nenek)	89	90	208	FALSE									GRANDMOTHER	1496	https://concepticon.clld.org/parameters/1496
the Nias 1905 list	266	méndoea toea	NA	overgrootouders	great-grandparents	moyang	86	88	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	267	bo̠ro̠ ta	NA	voorouders	ancestors	leluhur, nenek moyang	88	89	-	FALSE									ANCESTORS	1669	https://concepticon.clld.org/parameters/1669
the Nias 1905 list	268	talifoeso̠ matoea	NA	broeder	brother	saudara laki-laki	90	91	-	TRUE									BROTHER	1262	https://concepticon.clld.org/parameters/1262
the Nias 1905 list	269	talifoeso̠ alawé	NA	zuster	sister	saudara perempuan	91	92	-	TRUE									SISTER	1263	https://concepticon.clld.org/parameters/1263
the Nias 1905 list	270	ga'a	NA	oudere broeder	older brother	kakak laki-laki (kandung)	92	93	209	FALSE									OLDER BROTHER	1759	https://concepticon.clld.org/parameters/1759
the Nias 1905 list	271	ga'a ira alawé	NA	oudere zuster	older sister	kakak perempuan (kandung)	92	93	209	FALSE									OLDER SISTER	1758	https://concepticon.clld.org/parameters/1758
the Nias 1905 list	272	achi	NA	jongere broeder	younger brother	adik laki-laki (kandung)	93	94	210	FALSE									YOUNGER BROTHER	1760	https://concepticon.clld.org/parameters/1760
the Nias 1905 list	273	achi na alawé	NA	jongere zuster	younger sister	adik perempuan (kandung)	93	94	210	FALSE									YOUNGER SISTER	1761	https://concepticon.clld.org/parameters/1761
the Nias 1905 list	274	ma'oewoe	NA	kleinkind	grandchild	cucu	94	95	211	FALSE									GRANDCHILD	1617	https://concepticon.clld.org/parameters/1617
the Nias 1905 list	275	talifoeso n'amagoe	NA	oom <FB>	uncle FB	paman FB	95	96	212	FALSE									PATERNAL UNCLE (FATHER'S BROTHER)	1985	https://concepticon.clld.org/parameters/1985
the Nias 1905 list	275	ira matoea	NA	oom <FB>	uncle FB	paman FB	95	96	212	FALSE									PATERNAL UNCLE (FATHER'S BROTHER)	1985	https://concepticon.clld.org/parameters/1985
the Nias 1905 list	276	sibaja	NA	oom <MB>	uncle MB	paman MB	95	96	212	FALSE									MATERNAL UNCLE (MOTHER'S BROTHER)	2692	https://concepticon.clld.org/parameters/2692
the Nias 1905 list	277	ira matoea	NA	oom <FBo>	uncle FBo	paman FBo	96	97	-	FALSE									PATERNAL UNCLE (FATHER'S OLDER BROTHER)	2173	https://concepticon.clld.org/parameters/2173
the Nias 1905 list	277/279	talifoeso̠ n'amagoe sia'a ira matoea	9	oom <unsp.>			96	97	-	FALSE			talifoeso̠ n'amagoe sia'a ira matoea						NA	NA	NA
the Nias 1905 list	277/279	talifoeso̠ n'amagoe siachi	9	oom <unsp.>			96	97	-	FALSE			talifoeso̠ n'amagoe siachi						NA	NA	NA
the Nias 1905 list	278/280	talifoeso inagoe sia'a ira matoea	10	oom <unsp.>			96	97	-	FALSE			talifoeso inagoe sia'a ira matoea						NA	NA	NA
the Nias 1905 list	278/280	talifoeso inagoe siachi ira matoea	10	oom <unsp.>			96	97	-	FALSE			talifoeso inagoe siachi ira matoea						NA	NA	NA
the Nias 1905 list	281-286	ina sia'a	11	tante <unsp.>			97	98	-	FALSE			ina sia'a	elder	orang yang lebih tua	noun			NA	NA	NA
the Nias 1905 list	281-286	ina sitataloe	11	tante <unsp.>			97	98	-	FALSE			ina sitataloe	in the middle	orang di pertengahan	noun			NA	NA	NA
the Nias 1905 list	281-286	ina sīachī	11	tante <unsp.>			97	98	-	FALSE			ina sīachī	younger	orang yang lebih muda	noun			NA	NA	NA
the Nias 1905 list	281-286	ina īde	11	tante <unsp.>			97	98	-	FALSE			ina īde	youngest	orang yang termuda	noun			NA	NA	NA
the Nias 1905 list	287/289	ōnō n'amagoe sia'a ira matoea	12	neef <unsp.>			98	99	-	FALSE			ōnō n'amagoe sia'a ira matoea						NA	NA	NA
the Nias 1905 list	287/289	ōnō 'mbini on'amagoe ira matoea	12	neef <unsp.>			98	99	-	FALSE			ōnō 'mbini on'amagoe ira matoea						NA	NA	NA
the Nias 1905 list	288/290	ōnō n'amagoe siachi ira matoea	13	neef <unsp.>			98	99	-	FALSE			ōnō n'amagoe siachi ira matoea						NA	NA	NA
the Nias 1905 list	288/290	ōnō m'inagoe siachi ira matoea	13	neef <unsp.>			98	99	-	FALSE			ōnō m'inagoe siachi ira matoea						NA	NA	NA
the Nias 1905 list	291-294	ōnō n'amagoe sia'a alawé	14	nicht <unsp.>			99	100	215	FALSE			ōnō n'amagoe sia'a alawé				as in note 12 and 13, but instead of “ira matoea” now follows “alawé”		NA	NA	NA
the Nias 1905 list	291-294	ōnō 'mbini on'amagoe alawé	14	nicht <unsp.>			99	100	215	FALSE			ōnō 'mbini on'amagoe alawé				as in note 12 and 13, but instead of “ira matoea” now follows “alawé”		NA	NA	NA
the Nias 1905 list	291-294	ōnō n'amagoe siachi alawé	14	nicht <unsp.>			99	100	215	FALSE			ōnō n'amagoe siachi alawé				as in note 12 and 13, but instead of “ira matoea” now follows “alawé”		NA	NA	NA
the Nias 1905 list	291-294	ōnō m'inagoe siachi alawé	14	nicht <unsp.>			99	100	215	FALSE			ōnō m'inagoe siachi alawé				as in note 12 and 13, but instead of “ira matoea” now follows “alawé”		NA	NA	NA
the Nias 1905 list	297/298	matoea	NA	schoonouders wederzijdse ouders der gehuwden <unsp.>			-	100a	-	FALSE									NA	NA	NA
the Nias 1905 list	299	oemo̠no̠	NA	schoonzoon	son-in-law	menantu laki-laki	100	101	-	FALSE									SON-IN-LAW	1056	https://concepticon.clld.org/parameters/1056
the Nias 1905 list	300	oemo̠no̠	NA	schoondochter	daughter-in-law	menantu perempuan	101	102	-	FALSE									DAUGHTER-IN-LAW	1057	https://concepticon.clld.org/parameters/1057
the Nias 1905 list	302	ōnō tiri ira matoea	15	stiefzoon	stepson	anak tiri laki-laki	102	103	-	FALSE			ōnō tiri ira matoea	son	anak laki-laki	noun	also “ōnō foeri ira matoea”		STEPSON	1059	https://concepticon.clld.org/parameters/1059
the Nias 1905 list	303	ōnō tiri ira alawé	16	stiefdochter	stepdaughter	anak tiri perempuan	102	103	-	FALSE			ōnō tiri ira alawé	daughter	anak perempuan	noun	also “ōnō foeri ira alawé”		STEPDAUGHTER	1058	https://concepticon.clld.org/parameters/1058
the Nias 1905 list	304	ama tiri	17	stiefouders	stepparents	ayah dan ibu tiri	103	104	-	FALSE			ama tiri	father	ayah	noun			NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	304	ina tiri	17	stiefouders	stepparents	ayah dan ibu tiri	103	104	-	FALSE			ina tiri	mother	ibu	noun			NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	305	ono nisow	NA	aangenomen kind	adopted child	anak pungut ; anak angkat	104	105	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	306-309	la'o	NA	zwager <unsp.>			105	106	219	FALSE									NA	NA	NA
the Nias 1905 list	310/314	la'ō īra matoea	18	schoonbroer, schoonzuster <unsp.>			106	107	-	FALSE			la'ō īra matoea	brother-in-law	saudara ipar laki-laki	noun			NA	NA	NA
the Nias 1905 list	310/314	la'ō īra alawé	18	schoonbroer, schoonzuster <unsp.>			106	107	-	FALSE			la'ō īra alawé	sister-in-law	saudara ipar perempuan	noun			NA	NA	NA
the Nias 1905 list	315	fatalifoeso	NA	verwant	related	keluarga	107	108	221	FALSE									FAMILY	194	https://concepticon.clld.org/parameters/194
the Nias 1905 list	316	lo̠ fatalifoeso̠	NA	niet verwant	unrelated	bukan keluarga	108	109	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	317	donga ira matoea	19	man (echtgenoot)	husband	suami	109	110	222	TRUE			sōrō jōmō ira matoea	husband	suami	noun	in civilised language		HUSBAND	1200	https://concepticon.clld.org/parameters/1200
the Nias 1905 list	317	donga ira alawe	19	man (echtgenoot)	husband	suami	109	110	222	TRUE			sōrō jōmō ira alawe	wife	istri	noun	in civilised language		HUSBAND	1200	https://concepticon.clld.org/parameters/1200
the Nias 1905 list	317	donga ira alawe	19	man (echtgenoot)	husband	suami	109	110	222	TRUE			nga'mbato̠	wife	istri	noun	in civilised language		HUSBAND	1200	https://concepticon.clld.org/parameters/1200
the Nias 1905 list	318	donga ira alawé	19	vrouw (echtgenote)	wife	istri	111	112	223	TRUE			sōrō jōmō ira matoea	husband	suami	noun	in civilised language		WIFE	1199	https://concepticon.clld.org/parameters/1199
the Nias 1905 list	318	donga ira alawé	19	vrouw (echtgenote)	wife	istri	111	112	223	TRUE			sōrō jōmō ira alawe	wife	istri	noun	in civilised language		WIFE	1199	https://concepticon.clld.org/parameters/1199
the Nias 1905 list	318	donga ira alawé	19	vrouw (echtgenote)	wife	istri	111	112	223	TRUE			nga'mbato̠	wife	istri	noun	in civilised language		WIFE	1199	https://concepticon.clld.org/parameters/1199
the Nias 1905 list	320	awo̠	NA	metgezel, vriend	comrade, friend	sekutu, teman	-	577	-	FALSE									FRIEND	1325	https://concepticon.clld.org/parameters/1325
the Nias 1905 list	324	tōme	NA	gast, vreemdeling	guest, stranger	tamu, orang asing	-	689	-	FALSE									GUEST OR STRANGER	2908	https://concepticon.clld.org/parameters/2908
the Nias 1905 list	324	niha bo̠'o̠	NA	gast, vreemdeling	guest, stranger	tamu, orang asing	-	689	-	FALSE									GUEST OR STRANGER	2908	https://concepticon.clld.org/parameters/2908
the Nias 1905 list	326	banoea	NA	land (staat)	country	negara	585	597	-	FALSE									COUNTRY	1300	https://concepticon.clld.org/parameters/1300
the Nias 1905 list	329	banoea	NA	bijdorp (gehucht)	hamlet	dukuh	589	600	228	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	330	gana	NA	volk (volksstam)	people (tribe)	rakyat, bangsa (suku bangsa)	586	598	229	FALSE									TRIBE	1549	https://concepticon.clld.org/parameters/1549
the Nias 1905 list	331	ērē	NA	tovenaar (of bezweerder)	sorcerer	tukang sihir	201	204	-	FALSE									SORCERER	823	https://concepticon.clld.org/parameters/823
the Nias 1905 list	332	lambai	NA	talisman	talisman	jimat	202	205	-	FALSE									MAGIC	392	https://concepticon.clld.org/parameters/392
the Nias 1905 list	333	ēlēmoe	NA	toverspreuk	incantation	mantera	203	206	-	FALSE									BEWITCH	118	https://concepticon.clld.org/parameters/118
the Nias 1905 list	337	adoe-adoe	NA	afgodsbeeld	idol	patung pemujaan	206	209	-	FALSE									IDOL	1945	https://concepticon.clld.org/parameters/1945
the Nias 1905 list	338	ila-ila	NA	voorteken	omen	pertanda	208	211	-	FALSE									OMEN	107	https://concepticon.clld.org/parameters/107
the Nias 1905 list	339	béchoe	NA	spook	ghost	setan	209	212	-	FALSE									GHOST	1175	https://concepticon.clld.org/parameters/1175
the Nias 1905 list	340	béchoe si so̠chi	20	goede geest	spirit	ruh baik	212	215	-	FALSE			lo̠ so̠chi fangando	accident	kecelakaan	noun			SPIRIT	53	https://concepticon.clld.org/parameters/53
the Nias 1905 list	341	béchoe	21	kwade geest	evil spirit	ruh jahat	207/213	210	-	FALSE			afocho	evil spirit in trees	roh jahat di pohon	noun			DEMON	1973	https://concepticon.clld.org/parameters/1973
the Nias 1905 list	343/344	noso	NA	ziel, geest (v.e. levende, v.e. dode) <unsp.>			214	217	231	FALSE									NA	NA	NA
the Nias 1905 list	345	lowalangi	22	opperwezen	the supreme being	yang maha kuasa	215	218	-	FALSE				as the Supreme spirit	sebagai roh Tertinggi	noun			DEITY	3231	https://concepticon.clld.org/parameters/3231
the Nias 1905 list	345	soaja	22	opperwezen	the supreme being	yang maha kuasa	215	218	-	FALSE				as the Supreme spirit	sebagai roh Tertinggi	noun			DEITY	3231	https://concepticon.clld.org/parameters/3231
the Nias 1905 list	347	mano'mba	NA	aanbidden	to worship	menyembah	217	219	-	FALSE									WORSHIP	257	https://concepticon.clld.org/parameters/257
the Nias 1905 list	354	soera	NA	brief	letter	surat	223	224	-	FALSE									LETTER	1612	https://concepticon.clld.org/parameters/1612
the Nias 1905 list	356	famano̠ mano̠	NA	verhaal	story	cerita	224	225	236	FALSE									STORY	2060	https://concepticon.clld.org/parameters/2060
the Nias 1905 list	358	laīlo̠	NA	gedicht (of rijmwerk)	poem	sanjak, syair	226	227	-	FALSE									POETRY	541	https://concepticon.clld.org/parameters/541
the Nias 1905 list	362	narako	NA	onderwereld of ander zielenland	underworld	dunia orang mati	230	229	232	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	365	o̠sī'mbanoea	NA	bevolking	population	penduduk	233	231	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	366	banoea foeri	NA	leven hiernamaals	the afterlife	kehidupan setelah mati	234	232	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	367	amoata	NA	deugd (goed zijn)	virtue	kebajikan	235	233	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	368	doso̠	NA	zonde (kwaad doen)	sin	dosa	236	234	237	FALSE									SIN	2971	https://concepticon.clld.org/parameters/2971
the Nias 1905 list	369	alacha	NA	verboden (onrein)	forbidden	pantangan, pemali	237	235	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	370	alachao̠	NA	verboden (pemali, tabu)	forbidden, taboo	pemali	238	236	238	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	371	ere	NA	priester	priest	pemimpin agama laki-laki	239	237	239	FALSE									PRIEST	852	https://concepticon.clld.org/parameters/852
the Nias 1905 list	372	ere	NA	priesteres	priestess	pemimpin agama perempuan	240	238	239	FALSE									PRIEST	852	https://concepticon.clld.org/parameters/852
the Nias 1905 list	375	batoea	NA	heilige plaats	holy place	tempat suci	242	240	-	FALSE									TEMPLE	911	https://concepticon.clld.org/parameters/911
the Nias 1905 list	378	salawa	NA	koning	king	raja	593	603	-	FALSE									KING	1508	https://concepticon.clld.org/parameters/1508
the Nias 1905 list	381	fahandona	NA	hulubalang	guard	hulubalang	596	607	-	FALSE									GUARD	1940	https://concepticon.clld.org/parameters/1940
the Nias 1905 list	382	sībatoea	NA	plaats (die gevreesd wordt)	(sacred) place (held in awe)	tempat (menyeramkan)	243	241	-	FALSE									PLACE (POSITION)	723	https://concepticon.clld.org/parameters/723
the Nias 1905 list	386	tōhé mbanoea	NA	dorpshoofd	village head	kepala kampung	597	608	245	FALSE									CHIEFTAIN	301	https://concepticon.clld.org/parameters/301
the Nias 1905 list	388	baloegoe	NA	adellijke	nobleman	bangsawan	598	609	247	FALSE									NOBLE	482	https://concepticon.clld.org/parameters/482
the Nias 1905 list	389	satoea	NA	oudsten	village elders	orang tua-tua	599	610	248	FALSE									OLD (AGED)	2112	https://concepticon.clld.org/parameters/2112
the Nias 1905 list	390	sanoewo	NA	krijgsman	warrior	pahlawan perang	600	619	-	FALSE									WARRIOR	3608	https://concepticon.clld.org/parameters/3608
the Nias 1905 list	391	lofo	NA	geluk	happiness	kebahagiaan	210	213	-	FALSE									HAPPINESS	2941	https://concepticon.clld.org/parameters/2941
the Nias 1905 list	392	fa lo̠ so̠e̠hī	NA	ongeluk	unhappiness	kesedihan, kemalangan	211	214	-	FALSE									SADNESS	3854	https://concepticon.clld.org/parameters/3854
the Nias 1905 list	393	niha satō	NA	vrije <vs. slaaf>	free man	orang merdeka (vs. budak)	601	620	-	FALSE									FREEMAN	384	https://concepticon.clld.org/parameters/384
the Nias 1905 list	394	sawoejoe	NA	slaaf	slave	budak	602	621	249	FALSE									SLAVE	812	https://concepticon.clld.org/parameters/812
the Nias 1905 list	396	bowo	NA	gewoonterecht	common law	hukum adat	604	623	-	FALSE									LAW	1062	https://concepticon.clld.org/parameters/1062
the Nias 1905 list	397	niha si lo̠ so̠e̠hi	NA	misdadiger	criminal	penjahat	606	624	251	FALSE									CRIMINAL	3875	https://concepticon.clld.org/parameters/3875
the Nias 1905 list	397	niha si lakō	NA	misdadiger	criminal	penjahat	606	624	251	FALSE									CRIMINAL	3875	https://concepticon.clld.org/parameters/3875
the Nias 1905 list	399	mamakaō	NA	straffen	to punish	menghukum	608	625	252	FALSE									PUNISH	3649	https://concepticon.clld.org/parameters/3649
the Nias 1905 list	400	fogao	NA	boete	fine	denda	609	626	253	FALSE									FINE (PENALTY)	218	https://concepticon.clld.org/parameters/218
the Nias 1905 list	401	sano̠ngo̠nī	NA	getuige	witness	saksi	610	627	-	FALSE									WITNESS	1144	https://concepticon.clld.org/parameters/1144
the Nias 1905 list	401	sasī	NA	getuige	witness	saksi	610	627	-	FALSE									WITNESS	1144	https://concepticon.clld.org/parameters/1144
the Nias 1905 list	402	sangochoekoe	NA	rechter	judge	hakim	611	628	-	FALSE									JUDGE	861	https://concepticon.clld.org/parameters/861
the Nias 1905 list	404	fàngasi	NA	lijkfeest	funeral ceremony	upacara kematian, pemakaman	245	243	255	FALSE									FUNERAL	3336	https://concepticon.clld.org/parameters/3336
the Nias 1905 list	407/408	falo̠wa	NA	huwen <unsp.> huwelijk	marry, marriage	menikah, perkawinan	246	244	258	FALSE									MARRIAGE OR WEDDING	3182	https://concepticon.clld.org/parameters/3182
the Nias 1905 list	410	fabalī	NA	scheiden	to divorce	bercerai	247	245	260	FALSE									DIVORCE (SEPARATE)	3672	https://concepticon.clld.org/parameters/3672
the Nias 1905 list	411	bosī	NA	bruidsschat	bride price	mas kawin	248	246	261	FALSE									BRIDE PRICE	3024	https://concepticon.clld.org/parameters/3024
the Nias 1905 list	411	bolī	NA	bruidsschat	bride price	mas kawin	248	246	261	FALSE									BRIDE PRICE	3024	https://concepticon.clld.org/parameters/3024
the Nias 1905 list	412	fawoe'oe lī	NA	trouwbelofte	betrothal	perjanjian	249	247	-	FALSE									AGREEMENT	3644	https://concepticon.clld.org/parameters/3644
the Nias 1905 list	413	mo'ono	NA	baren (bevallen)	to give birth to	melahirkan	250	248	262	FALSE									GIVE BIRTH	1195	https://concepticon.clld.org/parameters/1195
the Nias 1905 list	414	bīda	NA	vroedvrouw	midwife	bidan	251	249	-	FALSE									MIDWIFE	3859	https://concepticon.clld.org/parameters/3859
the Nias 1905 list	415	fabéla	NA	overspel bedrijven	to commit adultery	berzinah	252	250	263	FALSE									ADULTERY	902	https://concepticon.clld.org/parameters/902
the Nias 1905 list	416	abao	23	lichtekooi	prostitute	pelacur	255	253	-	FALSE			abao			adjective	adjective		PROSTITUTE	1610	https://concepticon.clld.org/parameters/1610
the Nias 1905 list	416	sabao	23	lichtekooi	prostitute	pelacur	255	253	-	FALSE			sabao			noun	noun		PROSTITUTE	1610	https://concepticon.clld.org/parameters/1610
the Nias 1905 list	417	īra alawé sanarī	24	dansmeid	dancing girl	gadis penari	253	251	-	FALSE				there are no professional dance girls	tidak ada gadis penari profesional	noun			NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	419	laīgī	NA	viool (rebab)	violin	biola (rebab)	256	254	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	420	soeroené	NA	fluit	flute	suling	257	255	265	FALSE									FLUTE	777	https://concepticon.clld.org/parameters/777
the Nias 1905 list	421	tàmboeroe	NA	trom	drum	genderang	258	256	266	FALSE									DRUM	908	https://concepticon.clld.org/parameters/908
the Nias 1905 list	422	toetoe	NA	tamboerijn	tambourine	tambur	259	257	-	FALSE									TAMBOURINE	3141	https://concepticon.clld.org/parameters/3141
the Nias 1905 list	423	dauli²	NA	gambang	xylophone	gambang	260	258	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	424	aramba	NA	gong	gong	gong	261	259	-	FALSE									GONG	2502	https://concepticon.clld.org/parameters/2502
the Nias 1905 list	426	doeri	NA	mondtrom	Jew's harp	ginggung (genggong)	262	260	268	FALSE									JEW'S HARP	3319	https://concepticon.clld.org/parameters/3319
the Nias 1905 list	428	manari	NA	dansen	to dance	menari	264	262	269	TRUE	dance								DANCE	1879	https://concepticon.clld.org/parameters/1879
the Nias 1905 list	430	fadaho̠daho̠	NA	raadsel	riddle	teka-teki	-	226	271	FALSE									RIDDLE	2970	https://concepticon.clld.org/parameters/2970
the Nias 1905 list	432	fawoedé-woedé	NA	spelen	to play	bermain	-	263	273	TRUE	play								PLAY	1413	https://concepticon.clld.org/parameters/1413
the Nias 1905 list	437	ōmō	NA	huis	house	rumah	265	265	278	FALSE									HOUSE	1252	https://concepticon.clld.org/parameters/1252
the Nias 1905 list	438	halama	NA	hut (op het veld enz.)	hut, shelter	pondok	266	266	279	FALSE									HUT	1678	https://concepticon.clld.org/parameters/1678
the Nias 1905 list	440	boe'mboe	NA	nok van het dak	ridge of roof	bubungan	-	267	280	FALSE									RIDGEPOLE	280	https://concepticon.clld.org/parameters/280
the Nias 1905 list	441	sago̠	NA	dakbedekking atap:	roofing: thatch	atap	268	268	281	FALSE									THATCH	279	https://concepticon.clld.org/parameters/279
the Nias 1905 list	446	gaso̠	NA	dakspar	rafter	kasau	-	270	282	FALSE									RAFTER	829	https://concepticon.clld.org/parameters/829
the Nias 1905 list	449	galoe	NA	deur	door	daun pintu	270	271	-	FALSE									DOOR	1567	https://concepticon.clld.org/parameters/1567
the Nias 1905 list	449	bawa 'nroeho̠	NA	deur	door	daun pintu	270	271	-	FALSE									DOOR	1567	https://concepticon.clld.org/parameters/1567
the Nias 1905 list	451	toe'a-toe'a	NA	venster	window	jendela	271	272	-	FALSE									WINDOW	1375	https://concepticon.clld.org/parameters/1375
the Nias 1905 list	452	bawa talīnga	NA	hoek	corner	sudut	-	273	286	FALSE									CORNER	192	https://concepticon.clld.org/parameters/192
the Nias 1905 list	453	ōra	NA	trap	staircase, steps	tangga, anak tangga	272	274	287	FALSE		add. anak tangga							STAIRS	34	https://concepticon.clld.org/parameters/34
the Nias 1905 list	454	ōra	NA	ladder	ladder	tangga	273	275	287	FALSE									LADDER	1464	https://concepticon.clld.org/parameters/1464
the Nias 1905 list	456	laté	NA	vloer (van gespleten bamboe)	floor (made from bamboo lath)	lantai (dari bambu)	274	276	-	FALSE									FLOOR	1632	https://concepticon.clld.org/parameters/1632
the Nias 1905 list	457	taloe ralō	NA	vloer (van hout)	floor (made from wood)	lantai (dari kayu)	274	276	-	FALSE									FLOOR	1632	https://concepticon.clld.org/parameters/1632
the Nias 1905 list	458	bagōloe	NA	omwanding (planken)	wall (plank wall)	dinding (papan)	275	277	-	FALSE									WALL	3830	https://concepticon.clld.org/parameters/3830
the Nias 1905 list	459	bagōloe	NA	omwanding (bamboe)	wall (bamboo wall)	dinding (bilik)	275	277	-	FALSE									WALL	3830	https://concepticon.clld.org/parameters/3830
the Nias 1905 list	461	silalo jawa	NA	hoofdstijlen	main posts	tiang rumah	276	278	292	FALSE									COLUMN	2045	https://concepticon.clld.org/parameters/2045
the Nias 1905 list	461	éhōmō	NA	hoofdstijlen	main posts	tiang rumah	276	278	292	FALSE									COLUMN	2045	https://concepticon.clld.org/parameters/2045
the Nias 1905 list	462	boeato̠	NA	zolderbalken	ceiling beams	langit-langit rumah, tutup jenang	277	279	293	FALSE									COLUMN	2045	https://concepticon.clld.org/parameters/2045
the Nias 1905 list	465	fo̠ro̠ma	NA	slaapplaats	sleeping place	kamar tidur	282	283	-	FALSE									BEDROOM	2505	https://concepticon.clld.org/parameters/2505
the Nias 1905 list	468	toefō	NA	ligmatje	sleeping mat	tikar	296	297	295	FALSE									MATTRESS	105	https://concepticon.clld.org/parameters/105
the Nias 1905 list	469	thandaja	NA	hoofdkussen	pillow	bantal	291	293	296	FALSE									PILLOW	1044	https://concepticon.clld.org/parameters/1044
the Nias 1905 list	472	haré	NA	zolder (onder het dak)	attic (under the roof)	loteng	285	286	298	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1905 list	473	foelawa	NA	zolderrek boven het vuur, rekje boven de haard	rack above the fireplace	para-para	285	286	299	FALSE									RACK (FOR STORING FOOD)	3176	https://concepticon.clld.org/parameters/3176
the Nias 1905 list	474	awoe	NA	kookplaats	hearth, fireplace	dapur, tungku	286	287	300	FALSE									FIREPLACE	185	https://concepticon.clld.org/parameters/185
the Nias 1905 list	475	alito̠	NA	vuur	fire	api	287	288	301	TRUE									FIRE	221	https://concepticon.clld.org/parameters/221
the Nias 1905 list	476	achozi	NA	brand	fire	api, kebakaran	288	289	-	TRUE									FIRE	221	https://concepticon.clld.org/parameters/221
the Nias 1905 list	477	màméwoeao̠	NA	vuur aanleggen	to make a fire	memasang api	287	288	302	FALSE									LIGHT (IGNITE)	737	https://concepticon.clld.org/parameters/737
the Nias 1905 list	478	boenoe galito̠	NA	vuur blussen	to extinguish (with water)	memadamkan api (dengan air)	287	288	-	FALSE									EXTINGUISH	127	https://concepticon.clld.org/parameters/127
the Nias 1905 list	482	simbō	NA	rook	smoke	asap	-	290	306	TRUE									SMOKE (EXHAUST)	778	https://concepticon.clld.org/parameters/778
the Nias 1905 list	483	awoe	NA	as	ashes	abu	289	291	307	TRUE									ASH	646	https://concepticon.clld.org/parameters/646
the Nias 1905 list	484	éoe galito̠	NA	brandhout	fire wood	kayu api	290	292	308	FALSE									FIREWOOD	10	https://concepticon.clld.org/parameters/10
the Nias 1905 list	484	éoe nawoe	NA	brandhout	fire wood	kayu api	290	292	308	FALSE									FIREWOOD	10	https://concepticon.clld.org/parameters/10
the Nias 1905 list	485	toenoe wandoe	25	aansteken (licht)	to put on (light)	menyalakan (sinar)	293	295	-	FALSE				more specifically, ‘to light a lamp’	lebih khusus lagi untuk ‘menyalakan lampu’	noun			LIGHT (IGNITE)	737	https://concepticon.clld.org/parameters/737
the Nias 1905 list	486	boenoe wandoe	NA	uitdoen (licht)	to put off (light)	memadamkan (sinar)	294	296	-	FALSE									EXTINGUISH	127	https://concepticon.clld.org/parameters/127
the Nias 1905 list	487	aroe 'mbato̠	NA	ruimte onder het huis	space under the house	kolong rumah	278	280	309	FALSE									AREA UNDER HOUSE	2632	https://concepticon.clld.org/parameters/2632
the Nias 1905 list	488	koela'mboe	NA	bedgordijn	bed curtain	kelambu	297	298	-	FALSE									CURTAIN	2621	https://concepticon.clld.org/parameters/2621
the Nias 1905 list	493	balanga si ölī	NA	pan (ijzeren)	pot (iron)	kuali (besi), panci (besi)	310	312	-	FALSE									POT	1462	https://concepticon.clld.org/parameters/1462
the Nias 1905 list	494	balanga tano̠	NA	pan (aarden)	pot (earthenware)	panci, kuali (tanah liat)	311	313	-	FALSE									CLAY POT	2055	https://concepticon.clld.org/parameters/2055
the Nias 1905 list	496	bōwōà	NA	rijstketel (aarden, koendija)	rice kettle (earthenware)	kundia	312	314	-	FALSE									RICE STEAMER	854	https://concepticon.clld.org/parameters/854
the Nias 1905 list	497	fīga	NA	bord	dish	piring	313	315	313	FALSE									PLATE	480	https://concepticon.clld.org/parameters/480
the Nias 1905 list	498	mako	NA	kopje	cup	cangkir	314	316	-	FALSE									CUP	476	https://concepticon.clld.org/parameters/476
the Nias 1905 list	499	gajoe	NA	drinknap	drinking bowl	tempat minum	315	317	314	FALSE									CUP	476	https://concepticon.clld.org/parameters/476
the Nias 1905 list	499	naha nidano̠	NA	drinknap	drinking bowl	tempat minum	315	317	314	FALSE									CUP	476	https://concepticon.clld.org/parameters/476
